,city_id,city_name,state_num_id
106,2707909,Santa Luzia do Norte,27
107,2708006,Santana do Ipanema,27
108,2708105,Santana do Mundaú,27
109,2708204,São Brás,27
110,2708303,São José da Laje,27
111,2708402,São José da Tapera,27
112,2708501,São Luís do Quitunde,27
113,2708600,São Miguel dos Campos,27
114,2708709,São Miguel dos Milagres,27
115,2708808,São Sebastião,27
116,2708907,Satuba,27
117,2708956,Senador Rui Palmeira,27
118,2709004,Tanque d'Arca,27
119,2709103,Taquarana,27
120,2709152,Teotônio Vilela,27
121,2709202,Traipu,27
122,2709301,União dos Palmares,27
123,2709400,Viçosa,27
124,1300029,Alvarães,13
125,1300060,Amaturá,13
126,1300086,Anamã,13
127,1300102,Anori,13
128,1300144,Apuí,13
129,1300201,Atalaia do Norte,13
130,1300300,Autazes,13
131,1300409,Barcelos,13
132,1300508,Barreirinha,13
133,1300607,Benjamin Constant,13
134,1300631,Beruri,13
135,1300680,Boa Vista do Ramos,13
136,1300706,Boca do Acre,13
137,1300805,Borba,13
138,1300839,Caapiranga,13
139,1300904,Canutama,13
140,1301001,Carauari,13
141,1301100,Careiro,13
142,1301159,Careiro da Várzea,13
143,1301209,Coari,13
144,1301308,Codajás,13
145,1301407,Eirunepé,13
146,1301506,Envira,13
147,1301605,Fonte Boa,13
148,1301654,Guajará,13
149,1301704,Humaitá,13
150,1301803,Ipixuna,13
151,1301852,Iranduba,13
152,1301902,Itacoatiara,13
153,1301951,Itamarati,13
154,1302009,Itapiranga,13
155,1302108,Japurá,13
156,1302207,Juruá,13
157,1302306,Jutaí,13
158,1302405,Lábrea,13
159,1302504,Manacapuru,13
160,1302553,Manaquiri,13
161,1302603,Manaus,13
162,1302702,Manicoré,13
163,1302801,Maraã,13
164,1302900,Maués,13
165,1303007,Nhamundá,13
166,1303106,Nova Olinda do Norte,13
167,1303205,Novo Airão,13
168,1303304,Novo Aripuanã,13
169,1303403,Parintins,13
170,1303502,Pauini,13
171,1303536,Presidente Figueiredo,13
172,1303569,Rio Preto da Eva,13
173,1303601,Santa Isabel do Rio Negro,13
174,1303700,Santo Antônio do Içá,13
175,1303809,São Gabriel da Cachoeira,13
176,1303908,São Paulo de Olivença,13
177,1303957,São Sebastião do Uatumã,13
178,1304005,Silves,13
179,1304062,Tabatinga,13
180,1304104,Tapauá,13
181,1304203,Tefé,13
182,1304237,Tonantins,13
183,1304260,Uarini,13
184,1304302,Urucará,13
185,1304401,Urucurituba,13
186,1600055,Serra do Navio,16
187,1600105,Amapá,16
188,1600154,Pedra Branca do Amapari,16
189,1600204,Calçoene,16
190,1600212,Cutias,16
191,1600238,Ferreira Gomes,16
192,1600253,Itaubal,16
193,1600279,Laranjal do Jari,16
194,1600303,Macapá,16
195,1600402,Mazagão,16
196,1600501,Oiapoque,16
197,1600535,Porto Grande,16
198,1600550,Pracuúba,16
199,1600600,Santana,16
200,1600709,Tartarugalzinho,16
201,1600808,Vitória do Jari,16
202,2900108,Abaíra,29
203,2900207,Abaré,29
204,2900306,Acajutiba,29
205,2900355,Adustina,29
206,2900405,Água Fria,29
207,2900504,Érico Cardoso,29
208,2900603,Aiquara,29
209,2900702,Alagoinhas,29
210,2900801,Alcobaça,29
211,2900900,Almadina,29
212,2901007,Amargosa,29
213,2901106,Amélia Rodrigues,29
214,2901155,América Dourada,29
215,2901205,Anagé,29
216,2901304,Andaraí,29
217,2901353,Andorinha,29
218,2901403,Angical,29
219,2901502,Anguera,29
220,2901601,Antas,29
221,2901700,Antônio Cardoso,29
222,2901809,Antônio Gonçalves,29
223,2901908,Aporá,29
224,2901957,Apuarema,29
225,2902005,Aracatu,29
226,2902054,Araçás,29
227,2902104,Araci,29
228,2902203,Aramari,29
229,2902252,Arataca,29
230,2902302,Aratuípe,29
231,2902401,Aurelino Leal,29
232,2902500,Baianópolis,29
233,2902609,Baixa Grande,29
234,2902658,Banzaê,29
235,2902708,Barra,29
236,2902807,Barra da Estiva,29
237,2902906,Barra do Choça,29
238,2903003,Barra do Mendes,29
239,2903102,Barra do Rocha,29
240,2903201,Barreiras,29
241,2903235,Barro Alto,29
242,2903276,Barrocas,29
243,2903300,Barro Preto,29
244,2903409,Belmonte,29
245,2903508,Belo Campo,29
246,2903607,Biritinga,29
247,2903706,Boa Nova,29
248,2903805,Boa Vista do Tupim,29
249,2903904,Bom Jesus da Lapa,29
250,2903953,Bom Jesus da Serra,29
251,2904001,Boninal,29
252,2904050,Bonito,29
253,2904100,Boquira,29
254,2904209,Botuporã,29
255,2904308,Brejões,29
256,2904407,Brejolândia,29
257,2904506,Brotas de Macaúbas,29
258,2904605,Brumado,29
259,2904704,Buerarema,29
260,2904753,Buritirama,29
261,2904803,Caatiba,29
262,2904852,Cabaceiras do Paraguaçu,29
263,2904902,Cachoeira,29
264,2905008,Caculé,29
265,2905107,Caém,29
266,2905156,Caetanos,29
267,2905206,Caetité,29
268,2905305,Cafarnaum,29
269,2905404,Cairu,29
270,2905503,Caldeirão Grande,29
271,2905602,Camacan,29
272,2905701,Camaçari,29
273,2905800,Camamu,29
274,2905909,Campo Alegre de Lourdes,29
275,2906006,Campo Formoso,29
276,2906105,Canápolis,29
277,2906204,Canarana,29
278,2906303,Canavieiras,29
279,2906402,Candeal,29
280,2906501,Candeias,29
281,2906600,Candiba,29
282,2906709,Cândido Sales,29
283,2906808,Cansanção,29
284,2906824,Canudos,29
285,2906857,Capela do Alto Alegre,29
286,2906873,Capim Grosso,29
287,2906899,Caraíbas,29
288,2906907,Caravelas,29
289,2907004,Cardeal da Silva,29
290,2907103,Carinhanha,29
291,2907202,Casa Nova,29
292,2907301,Castro Alves,29
293,2907400,Catolândia,29
294,2907509,Catu,29
295,2907558,Caturama,29
296,2907608,Central,29
297,2907707,Chorrochó,29
298,2907806,Cícero Dantas,29
299,2907905,Cipó,29
300,2908002,Coaraci,29
301,2908101,Cocos,29
302,2908200,Conceição da Feira,29
303,2908309,Conceição do Almeida,29
304,2908408,Conceição do Coité,29
305,2908507,Conceição do Jacuípe,29
306,2908606,Conde,29
307,2908705,Condeúba,29
308,2908804,Contendas do Sincorá,29
309,2908903,Coração de Maria,29
310,2909000,Cordeiros,29
311,2909109,Coribe,29
312,2909208,Coronel João Sá,29
313,2909307,Correntina,29
314,2909406,Cotegipe,29
315,2909505,Cravolândia,29
316,2909604,Crisópolis,29
317,2909703,Cristópolis,29
318,2909802,Cruz das Almas,29
319,2909901,Curaçá,29
320,2910008,Dário Meira,29
321,2910057,Dias d'Ávila,29
322,2910107,Dom Basílio,29
323,2910206,Dom Macedo Costa,29
324,2910305,Elísio Medrado,29
325,2910404,Encruzilhada,29
326,2910503,Entre Rios,29
327,2910602,Esplanada,29
328,2910701,Euclides da Cunha,29
329,2910727,Eunápolis,29
330,2910750,Fátima,29
331,2910776,Feira da Mata,29
332,2910800,Feira de Santana,29
333,2910859,Filadélfia,29
334,2910909,Firmino Alves,29
335,2911006,Floresta Azul,29
336,2911105,Formosa do Rio Preto,29
337,2911204,Gandu,29
338,2911253,Gavião,29
339,2911303,Gentio do Ouro,29
340,2911402,Glória,29
341,2911501,Gongogi,29
342,2911600,Governador Mangabeira,29
343,2911659,Guajeru,29
344,2911709,Guanambi,29
345,2911808,Guaratinga,29
346,2911857,Heliópolis,29
347,2911907,Iaçu,29
348,2912004,Ibiassucê,29
349,2912103,Ibicaraí,29
350,2912202,Ibicoara,29
351,2912301,Ibicuí,29
352,2912400,Ibipeba,29
353,2912509,Ibipitanga,29
354,2912608,Ibiquera,29
355,2912707,Ibirapitanga,29
356,2912806,Ibirapuã,29
357,2912905,Ibirataia,29
358,2913002,Ibitiara,29
359,2913101,Ibititá,29
360,2913200,Ibotirama,29
361,2913309,Ichu,29
362,2913408,Igaporã,29
363,2913457,Igrapiúna,29
364,2913507,Iguaí,29
365,2913606,Ilhéus,29
366,2913705,Inhambupe,29
367,2913804,Ipecaetá,29
368,2913903,Ipiaú,29
369,2914000,Ipirá,29
370,2914109,Ipupiara,29
371,2914208,Irajuba,29
372,2914307,Iramaia,29
373,2914406,Iraquara,29
374,2914505,Irará,29
375,2914604,Irecê,29
376,2914653,Itabela,29
377,2914703,Itaberaba,29
378,2914802,Itabuna,29
379,2914901,Itacaré,29
380,2915007,Itaeté,29
381,2915106,Itagi,29
382,2915205,Itagibá,29
383,2915304,Itagimirim,29
384,2915353,Itaguaçu da Bahia,29
385,2915403,Itaju do Colônia,29
386,2915502,Itajuípe,29
387,2915601,Itamaraju,29
388,2915700,Itamari,29
389,2915809,Itambé,29
390,2915908,Itanagra,29
391,2916005,Itanhém,29
392,2916104,Itaparica,29
393,2916203,Itapé,29
394,2916302,Itapebi,29
395,2916401,Itapetinga,29
396,2916500,Itapicuru,29
397,2916609,Itapitanga,29
398,2916708,Itaquara,29
399,2916807,Itarantim,29
400,2916856,Itatim,29
401,2916906,Itiruçu,29
402,2917003,Itiúba,29
403,2917102,Itororó,29
404,2917201,Ituaçu,29
405,2917300,Ituberá,29
406,2917334,Iuiu,29
407,2917359,Jaborandi,29
408,2917409,Jacaraci,29
409,2917508,Jacobina,29
410,2917607,Jaguaquara,29
411,2917706,Jaguarari,29
412,2917805,Jaguaripe,29
413,2917904,Jandaíra,29
414,2918001,Jequié,29
415,2918100,Jeremoabo,29
416,2918209,Jiquiriçá,29
417,2918308,Jitaúna,29
418,2918357,João Dourado,29
419,2918407,Juazeiro,29
420,2918456,Jucuruçu,29
421,2918506,Jussara,29
422,2918555,Jussari,29
423,2918605,Jussiape,29
424,2918704,Lafaiete Coutinho,29
425,2918753,Lagoa Real,29
426,2918803,Laje,29
427,2918902,Lajedão,29
428,2919009,Lajedinho,29
429,2919058,Lajedo do Tabocal,29
430,2919108,Lamarão,29
431,2919157,Lapão,29
432,2919207,Lauro de Freitas,29
433,2919306,Lençóis,29
434,2919405,Licínio de Almeida,29
435,2919504,Livramento de Nossa Senhora,29
436,2919553,Luís Eduardo Magalhães,29
437,2919603,Macajuba,29
438,2919702,Macarani,29
439,2919801,Macaúbas,29
440,2919900,Macururé,29
441,2919926,Madre de Deus,29
442,2919959,Maetinga,29
443,2920007,Maiquinique,29
444,2920106,Mairi,29
445,2920205,Malhada,29
446,2920304,Malhada de Pedras,29
447,2920403,Manoel Vitorino,29
448,2920452,Mansidão,29
449,2920502,Maracás,29
450,2920601,Maragogipe,29
451,2920700,Maraú,29
452,2920809,Marcionílio Souza,29
453,2920908,Mascote,29
454,2921005,Mata de São João,29
455,2921054,Matina,29
456,2921104,Medeiros Neto,29
457,2921203,Miguel Calmon,29
458,2921302,Milagres,29
459,2921401,Mirangaba,29
460,2921450,Mirante,29
461,2921500,Monte Santo,29
462,2921609,Morpará,29
463,2921708,Morro do Chapéu,29
464,2921807,Mortugaba,29
465,2921906,Mucugê,29
466,2922003,Mucuri,29
467,2922052,Mulungu do Morro,29
468,2922102,Mundo Novo,29
469,2922201,Muniz Ferreira,29
470,2922250,Muquém do São Francisco,29
471,2922300,Muritiba,29
472,2922409,Mutuípe,29
473,2922508,Nazaré,29
474,2922607,Nilo Peçanha,29
475,2922656,Nordestina,29
476,2922706,Nova Canaã,29
477,2922730,Nova Fátima,29
478,2922755,Nova Ibiá,29
479,2922805,Nova Itarana,29
480,2922854,Nova Redenção,29
481,2922904,Nova Soure,29
482,2923001,Nova Viçosa,29
483,2923035,Novo Horizonte,29
484,2923050,Novo Triunfo,29
485,2923100,Olindina,29
486,2923209,Oliveira dos Brejinhos,29
487,2923308,Ouriçangas,29
488,2923357,Ourolândia,29
489,2923407,Palmas de Monte Alto,29
490,2923506,Palmeiras,29
491,2923605,Paramirim,29
492,2923704,Paratinga,29
493,2923803,Paripiranga,29
494,2923902,Pau Brasil,29
495,2924009,Paulo Afonso,29
496,2924058,Pé de Serra,29
497,2924108,Pedrão,29
498,2924207,Pedro Alexandre,29
499,2924306,Piatã,29
500,2924405,Pilão Arcado,29
501,2924504,Pindaí,29
502,2924603,Pindobaçu,29
503,2924652,Pintadas,29
504,2924678,Piraí do Norte,29
505,2924702,Piripá,29
506,2924801,Piritiba,29
507,2924900,Planaltino,29
508,2925006,Planalto,29
509,2925105,Poções,29
510,2925204,Pojuca,29
511,2925253,Ponto Novo,29
512,2925303,Porto Seguro,29
513,2925402,Potiraguá,29
514,2925501,Prado,29
515,2925600,Presidente Dutra,29
516,2925709,Presidente Jânio Quadros,29
517,2925758,Presidente Tancredo Neves,29
518,2925808,Queimadas,29
519,2925907,Quijingue,29
520,2925931,Quixabeira,29
521,2925956,Rafael Jambeiro,29
522,2926004,Remanso,29
523,2926103,Retirolândia,29
524,2926202,Riachão das Neves,29
525,2926301,Riachão do Jacuípe,29
526,2926400,Riacho de Santana,29
527,2926509,Ribeira do Amparo,29
528,2926608,Ribeira do Pombal,29
529,2926657,Ribeirão do Largo,29
530,2926707,Rio de Contas,29
531,2926806,Rio do Antônio,29
532,2926905,Rio do Pires,29
533,2927002,Rio Real,29
534,2927101,Rodelas,29
535,2927200,Ruy Barbosa,29
536,2927309,Salinas da Margarida,29
537,2927408,Salvador,29
538,2927507,Santa Bárbara,29
539,2927606,Santa Brígida,29
540,2927705,Santa Cruz Cabrália,29
541,2927804,Santa Cruz da Vitória,29
542,2927903,Santa Inês,29
543,2928000,Santaluz,29
544,2928059,Santa Luzia,29
545,2928109,Santa Maria da Vitória,29
546,2928208,Santana,29
547,2928307,Santanópolis,29
548,2928406,Santa Rita de Cássia,29
549,2928505,Santa Terezinha,29
550,2928604,Santo Amaro,29
551,2928703,Santo Antônio de Jesus,29
552,2928802,Santo Estêvão,29
553,2928901,São Desidério,29
554,2928950,São Domingos,29
555,2929008,São Félix,29
556,2929057,São Félix do Coribe,29
557,2929107,São Felipe,29
558,2929206,São Francisco do Conde,29
559,2929255,São Gabriel,29
560,2929305,São Gonçalo dos Campos,29
561,2929354,São José da Vitória,29
562,2929370,São José do Jacuípe,29
563,2929404,São Miguel das Matas,29
564,2929503,São Sebastião do Passé,29
565,2929602,Sapeaçu,29
566,2929701,Sátiro Dias,29
567,2929750,Saubara,29
568,2929800,Saúde,29
569,2929909,Seabra,29
570,2930006,Sebastião Laranjeiras,29
571,2930105,Senhor do Bonfim,29
572,2930154,Serra do Ramalho,29
573,2930204,Sento Sé,29
574,2930303,Serra Dourada,29
575,2930402,Serra Preta,29
576,2930501,Serrinha,29
577,2930600,Serrolândia,29
578,2930709,Simões Filho,29
579,2930758,Sítio do Mato,29
580,2930766,Sítio do Quinto,29
581,2930774,Sobradinho,29
582,2930808,Souto Soares,29
583,2930907,Tabocas do Brejo Velho,29
584,2931004,Tanhaçu,29
585,2931053,Tanque Novo,29
586,2931103,Tanquinho,29
587,2931202,Taperoá,29
588,2931301,Tapiramutá,29
589,2931350,Teixeira de Freitas,29
590,2931400,Teodoro Sampaio,29
591,2931509,Teofilândia,29
592,2931608,Teolândia,29
593,2931707,Terra Nova,29
594,2931806,Tremedal,29
595,2931905,Tucano,29
596,2932002,Uauá,29
597,2932101,Ubaíra,29
598,2932200,Ubaitaba,29
599,2932309,Ubatã,29
600,2932408,Uibaí,29
601,2932457,Umburanas,29
602,2932507,Una,29
603,2932606,Urandi,29
604,2932705,Uruçuca,29
605,2932804,Utinga,29
606,2932903,Valença,29
607,2933000,Valente,29
608,2933059,Várzea da Roça,29
609,2933109,Várzea do Poço,29
610,2933158,Várzea Nova,29
611,2933174,Varzedo,29
612,2933208,Vera Cruz,29
613,2933257,Vereda,29
614,2933307,Vitória da Conquista,29
615,2933406,Wagner,29
616,2933455,Wanderley,29
617,2933505,Wenceslau Guimarães,29
618,2933604,Xique-Xique,29
619,2300101,Abaiara,23
620,2300150,Acarape,23
621,2300200,Acaraú,23
622,2300309,Acopiara,23
623,2300408,Aiuaba,23
624,2300507,Alcântaras,23
625,2300606,Altaneira,23
626,2300705,Alto Santo,23
627,2300754,Amontada,23
628,2300804,Antonina do Norte,23
629,2300903,Apuiarés,23
630,2301000,Aquiraz,23
631,2301109,Aracati,23
632,2301208,Aracoiaba,23
633,2301257,Ararendá,23
634,2301307,Araripe,23
635,2301406,Aratuba,23
636,2301505,Arneiroz,23
637,2301604,Assaré,23
638,2301703,Aurora,23
639,2301802,Baixio,23
640,2301851,Banabuiú,23
641,2301901,Barbalha,23
642,2301950,Barreira,23
643,2302008,Barro,23
644,2302057,Barroquinha,23
645,2302107,Baturité,23
646,2302206,Beberibe,23
647,2302305,Bela Cruz,23
648,2302404,Boa Viagem,23
649,2302503,Brejo Santo,23
650,2302602,Camocim,23
651,2302701,Campos Sales,23
652,2302800,Canindé,23
653,2302909,Capistrano,23
654,2303006,Caridade,23
655,2303105,Cariré,23
656,2303204,Caririaçu,23
657,2303303,Cariús,23
658,2303402,Carnaubal,23
659,2303501,Cascavel,23
660,2303600,Catarina,23
661,2303659,Catunda,23
662,2303709,Caucaia,23
663,2303808,Cedro,23
664,2303907,Chaval,23
665,2303931,Choró,23
666,2303956,Chorozinho,23
667,2304004,Coreaú,23
668,2304103,Crateús,23
669,2304202,Crato,23
670,2304236,Croatá,23
671,2304251,Cruz,23
672,2304269,Deputado Irapuan Pinheiro,23
673,2304277,Ererê,23
674,2304285,Eusébio,23
675,2304301,Farias Brito,23
676,2304350,Forquilha,23
677,2304400,Fortaleza,23
678,2304459,Fortim,23
679,2304509,Frecheirinha,23
680,2304608,General Sampaio,23
681,2304657,Graça,23
682,2304707,Granja,23
683,2304806,Granjeiro,23
684,2304905,Groaíras,23
685,2304954,Guaiúba,23
686,2305001,Guaraciaba do Norte,23
687,2305100,Guaramiranga,23
688,2305209,Hidrolândia,23
689,2305233,Horizonte,23
690,2305266,Ibaretama,23
691,2305308,Ibiapina,23
692,2305332,Ibicuitinga,23
693,2305357,Icapuí,23
694,2305407,Icó,23
695,2305506,Iguatu,23
696,2305605,Independência,23
697,2305654,Ipaporanga,23
698,2305704,Ipaumirim,23
699,2305803,Ipu,23
700,2305902,Ipueiras,23
701,2306009,Iracema,23
702,2306108,Irauçuba,23
703,2306207,Itaiçaba,23
704,2306256,Itaitinga,23
705,2306306,Itapajé,23
706,2306405,Itapipoca,23
707,2306504,Itapiúna,23
708,2306553,Itarema,23
709,2306603,Itatira,23
710,2306702,Jaguaretama,23
711,2306801,Jaguaribara,23
712,2306900,Jaguaribe,23
713,2307007,Jaguaruana,23
714,2307106,Jardim,23
715,2307205,Jati,23
716,2307254,Jijoca de Jericoacoara,23
717,2307304,Juazeiro do Norte,23
718,2307403,Jucás,23
719,2307502,Lavras da Mangabeira,23
720,2307601,Limoeiro do Norte,23
721,2307635,Madalena,23
722,2307650,Maracanaú,23
723,2307700,Maranguape,23
724,2307809,Marco,23
725,2307908,Martinópole,23
726,2308005,Massapê,23
727,2308104,Mauriti,23
728,2308203,Meruoca,23
729,2308302,Milagres,23
730,2308351,Milhã,23
731,2308377,Miraíma,23
732,2308401,Missão Velha,23
733,2308500,Mombaça,23
734,2308609,Monsenhor Tabosa,23
735,2308708,Morada Nova,23
736,2308807,Moraújo,23
737,2308906,Morrinhos,23
738,2309003,Mucambo,23
739,2309102,Mulungu,23
740,2309201,Nova Olinda,23
741,2309300,Nova Russas,23
742,2309409,Novo Oriente,23
743,2309458,Ocara,23
744,2309508,Orós,23
745,2309607,Pacajus,23
746,2309706,Pacatuba,23
747,2309805,Pacoti,23
748,2309904,Pacujá,23
749,2310001,Palhano,23
750,2310100,Palmácia,23
751,2310209,Paracuru,23
752,2310258,Paraipaba,23
753,2310308,Parambu,23
754,2310407,Paramoti,23
755,2310506,Pedra Branca,23
756,2310605,Penaforte,23
757,2310704,Pentecoste,23
758,2310803,Pereiro,23
759,2310852,Pindoretama,23
760,2310902,Piquet Carneiro,23
761,2310951,Pires Ferreira,23
762,2311009,Poranga,23
763,2311108,Porteiras,23
764,2311207,Potengi,23
765,2311231,Potiretama,23
766,2311264,Quiterianópolis,23
767,2311306,Quixadá,23
768,2311355,Quixelô,23
769,2311405,Quixeramobim,23
770,2311504,Quixeré,23
771,2311603,Redenção,23
772,2311702,Reriutaba,23
773,2311801,Russas,23
774,2311900,Saboeiro,23
775,2311959,Salitre,23
776,2312007,Santana do Acaraú,23
777,2312106,Santana do Cariri,23
778,2312205,Santa Quitéria,23
779,2312304,São Benedito,23
780,2312403,São Gonçalo do Amarante,23
781,2312502,São João do Jaguaribe,23
782,2312601,São Luís do Curu,23
783,2312700,Senador Pompeu,23
784,2312809,Senador Sá,23
785,2312908,Sobral,23
786,2313005,Solonópole,23
787,2313104,Tabuleiro do Norte,23
788,2313203,Tamboril,23
789,2313252,Tarrafas,23
790,2313302,Tauá,23
791,2313351,Tejuçuoca,23
792,2313401,Tianguá,23
793,2313500,Trairi,23
794,2313559,Tururu,23
795,2313609,Ubajara,23
796,2313708,Umari,23
797,2313757,Umirim,23
798,2313807,Uruburetama,23
799,2313906,Uruoca,23
800,2313955,Varjota,23
801,2314003,Várzea Alegre,23
802,2314102,Viçosa do Ceará,23
803,5300108,Brasília,53
804,3200102,Afonso Cláudio,32
805,3200136,Águia Branca,32
806,3200169,Água Doce do Norte,32
807,3200201,Alegre,32
808,3200300,Alfredo Chaves,32
809,3200359,Alto Rio Novo,32
810,3200409,Anchieta,32
811,3200508,Apiacá,32
812,3200607,Aracruz,32
813,3200706,Atílio Vivacqua,32
814,3200805,Baixo Guandu,32
815,3200904,Barra de São Francisco,32
816,3201001,Boa Esperança,32
817,3201100,Bom Jesus do Norte,32
818,3201159,Brejetuba,32
819,3201209,Cachoeiro de Itapemirim,32
820,3201308,Cariacica,32
821,3201407,Castelo,32
822,3201506,Colatina,32
823,3201605,Conceição da Barra,32
824,3201704,Conceição do Castelo,32
825,3201803,Divino de São Lourenço,32
826,3201902,Domingos Martins,32
827,3202009,Dores do Rio Preto,32
828,3202108,Ecoporanga,32
829,3202207,Fundão,32
830,3202256,Governador Lindenberg,32
831,3202306,Guaçuí,32
832,3202405,Guarapari,32
833,3202454,Ibatiba,32
834,3202504,Ibiraçu,32
835,3202553,Ibitirama,32
836,3202603,Iconha,32
837,3202652,Irupi,32
838,3202702,Itaguaçu,32
839,3202801,Itapemirim,32
840,3202900,Itarana,32
841,3203007,Iúna,32
842,3203056,Jaguaré,32
843,3203106,Jerônimo Monteiro,32
844,3203130,João Neiva,32
845,3203163,Laranja da Terra,32
846,3203205,Linhares,32
847,3203304,Mantenópolis,32
848,3203320,Marataízes,32
849,3203346,Marechal Floriano,32
850,3203353,Marilândia,32
851,3203403,Mimoso do Sul,32
852,3203502,Montanha,32
853,3203601,Mucurici,32
854,3203700,Muniz Freire,32
855,3203809,Muqui,32
856,3203908,Nova Venécia,32
857,3204005,Pancas,32
858,3204054,Pedro Canário,32
859,3204104,Pinheiros,32
860,3204203,Piúma,32
861,3204252,Ponto Belo,32
862,3204302,Presidente Kennedy,32
863,3204351,Rio Bananal,32
864,3204401,Rio Novo do Sul,32
865,3204500,Santa Leopoldina,32
866,3204559,Santa Maria de Jetibá,32
867,3204609,Santa Teresa,32
868,3204658,São Domingos do Norte,32
869,3204708,São Gabriel da Palha,32
870,3204807,São José do Calçado,32
871,3204906,São Mateus,32
872,3204955,São Roque do Canaã,32
873,3205002,Serra,32
874,3205010,Sooretama,32
875,3205036,Vargem Alta,32
876,3205069,Venda Nova do Imigrante,32
877,3205101,Viana,32
878,3205150,Vila Pavão,32
879,3205176,Vila Valério,32
880,3205200,Vila Velha,32
881,3205309,Vitória,32
882,5200050,Abadia de Goiás,52
883,5200100,Abadiânia,52
884,5200134,Acreúna,52
885,5200159,Adelândia,52
886,5200175,Água Fria de Goiás,52
887,5200209,Água Limpa,52
888,5200258,Águas Lindas de Goiás,52
889,5200308,Alexânia,52
890,5200506,Aloândia,52
891,5200555,Alto Horizonte,52
892,5200605,Alto Paraíso de Goiás,52
893,5200803,Alvorada do Norte,52
894,5200829,Amaralina,52
895,5200852,Americano do Brasil,52
896,5200902,Amorinópolis,52
897,5201108,Anápolis,52
898,5201207,Anhanguera,52
899,5201306,Anicuns,52
900,5201405,Aparecida de Goiânia,52
901,5201454,Aparecida do Rio Doce,52
902,5201504,Aporé,52
903,5201603,Araçu,52
904,5201702,Aragarças,52
905,5201801,Aragoiânia,52
906,5202155,Araguapaz,52
907,5202353,Arenópolis,52
908,5202502,Aruanã,52
909,5202601,Aurilândia,52
910,5202809,Avelinópolis,52
911,5203104,Baliza,52
912,5203203,Barro Alto,52
